website,linkedin_name,specialties,linkedin_url
careers.doxa.partners,Doxa Partners LLP,investment,www.linkedin.com/company/1867420
www.dqnglobalcapital.com,DQN Global Capital Partners LLP,investment,www.linkedin.com/company/2974330
www.dsrc.com,DSRC,technology software,www.linkedin.com/company/32186
http://www.dudobi.com,"Dudobi, IT Consulting & Managed Services",cloud software,www.linkedin.com/company/1391600
dynamify.de,Dynamify GmbH,technology,www.linkedin.com/company/5384287
www.medma.net,Medma Infomatix Pvt Ltd.,data,www.linkedin.com/company/402855
www.e2exchange.com,E2Exchange,investment,www.linkedin.com/company/2624156
www.eamesconsulting.com,Eames Consulting Group,technology investment,www.linkedin.com/company/30429
www.echlinlondon.com,Echlin,investment,www.linkedin.com/company/2597270
www.eclerx.com,eClerx,data,www.linkedin.com/company/17312
www.isic.org,ISIC - International Student Identity Card,technology,www.linkedin.com/company/359455
www.vigeo-eiris.com,EIRIS,investment,www.linkedin.com/company/55039
www.ekisticsproperty.com,Ekistics Property Advisors LLP,investment,www.linkedin.com/company/951914
http://www.rand.org,RAND Corporation,technology,www.linkedin.com/company/165654
http://elevateintl.co.uk/,Elevate International,data technology,www.linkedin.com/company/28672643
https://www.netherlandsandyou.nl/your-country-and-the-netherlands/turkey,Embassy of the Kingdom of the Netherlands in Turkey,investment,www.linkedin.com/company/27131617
http://www.ember.com,"Ember Technologies, Inc.",technology,www.linkedin.com/company/6597137
www.emergingpayments.org,Emerging Payments Association,investment,www.linkedin.com/company/5162584
www.emergn.com,Emergn Limited,software,www.linkedin.com/company/401545
www.emiratesnbd.com,Emirates NBD,investment,www.linkedin.com/company/707016
DieboldNixdorf.com,Diebold Nixdorf,software,www.linkedin.com/company/4458
www.empowermm.com,Empower,technology,www.linkedin.com/company/23128
www.endava.com,PSTech,cloud,www.linkedin.com/company/651729
www.endeavoursolutions.ca,"Endeavour Solutions Inc. - Microsoft Dynamics ERP, 365, CRM",cloud,www.linkedin.com/company/2220316
www.enkilabs.com,Enki Labs,data software,www.linkedin.com/company/242830
www.ensighten.com,Ensighten,data,www.linkedin.com/company/1042599
http://www.entia.co,Entia Ltd,technology,www.linkedin.com/company/17970002
https://entuity.com,Entuity,software,www.linkedin.com/company/25621
www.WeAreEnvoy.com,Envoy,data technology,www.linkedin.com/company/1327124
www.enyolaw.com,Enyo Law LLP,investment,www.linkedin.com/company/1432410
www.stellaeoc.com,EOC Partners,technology investment software,www.linkedin.com/company/1245658
www.eptglobal.com,EP&T Global,data technology,www.linkedin.com/company/2383860
http://www.epam.com,EPAM Systems,cloud software data,www.linkedin.com/company/4972
https://epoch.capital/,Epoch Capital,technology software,www.linkedin.com/company/1513693
www.eproductive.com,Eproductive Ltd,technology software,www.linkedin.com/company/3098793
www.epsilontel.com,Epsilon Telecommunications,cloud data,www.linkedin.com/company/115215
www.equalexperts.com,Equal Experts,cloud data,www.linkedin.com/company/252335
www.equigroup.com,equigroup Pty Ltd,data technology,www.linkedin.com/company/1271214
http://www.equinix.com,Equinix,cloud data,www.linkedin.com/company/8221
www.equitix.co.uk,Equitix Ltd,investment,www.linkedin.com/company/569891
www.erlang-solutions.com,Erlang Solutions,software,www.linkedin.com/company/207788
www.essensys.tech,essensys,cloud software,www.linkedin.com/company/260325
www.essentia-analytics.com,Essentia Analytics,investment,www.linkedin.com/company/3088014
http://www.e-tabs.com,E-Tabs,data software,www.linkedin.com/company/100982
https://www.eternacapital.com,Eterna Capital,technology,www.linkedin.com/company/28627211
www.ethosdata.com,EthosData Virtual Dataroom,data,www.linkedin.com/company/645979
http://ehda.co,Euler Hermes Digital Agency,data,www.linkedin.com/company/11009046
https://www.eipa.eu/,European Institute of Public Administration (EIPA),data,www.linkedin.com/company/37358
www.cahootsy.com,Cahootsy,technology,www.linkedin.com/company/3221343
http://everycity.co.uk,EveryCity,cloud data,www.linkedin.com/company/519296
www.exchange-data.com,Exchange Data International,data,www.linkedin.com/company/565406
http://www.expandresearch.com,Expand Research - A Company of The Boston Consulting Group,technology,www.linkedin.com/company/781149
www.lifeatexpedia.com,Expedia Group,data technology,www.linkedin.com/company/2751
http://www.exponential-e.com,Exponential-e,cloud data,www.linkedin.com/company/29666
www.exus.co.uk,EXUS,technology software,www.linkedin.com/company/6403
www.eye-dcreative.co.uk,Eye-D Creative,technology,www.linkedin.com/company/572175
www.eci.com,Eze Castle Integration,cloud technology,www.linkedin.com/company/12508
http://www.fosi.org/,Family Online Safety Institute,data,www.linkedin.com/company/2199024
www.farebrother.com,Farebrother,investment,www.linkedin.com/company/572317
http://www.timeincuk.com,Time Inc. UK,technology,www.linkedin.com/company/6794
www.rjwealthmanager.co.uk,Raymond James Investment Services (Hitchin),investment,www.linkedin.com/company/5100703
http://www.fiettalaw.com/,Fietta LLP,investment,www.linkedin.com/company/10611465
http://www.53.com,Fifth Third Bank,investment,www.linkedin.com/company/3012
www.fdmplc.com,Financial Data Management Plc,data,www.linkedin.com/company/2479728
www.fincore.com,Fincore Group,data software,www.linkedin.com/company/2321322
https://www.investni.com,Invest Northern Ireland,investment,www.linkedin.com/company/21762
www.finncap.com,finnCap Ltd,investment,www.linkedin.com/company/912377
http://www.vodafone.com/,Vodafone,technology,www.linkedin.com/company/1217
https://www.1sthcc.com,First Healthcare Compliance,software,www.linkedin.com/company/2592500
http://www.kotak.com,Kotak Mahindra Bank,investment,www.linkedin.com/company/5632
www.fcmb.com,First City Monument Bank Limited,investment,www.linkedin.com/company/55002
www.firstsource.com,Firstsource,data,www.linkedin.com/company/243914
https://www.fisherinvestments.com/en-gb,Fisher Investments Europe,investment,www.linkedin.com/company/3746867
www.fluent2.co.uk,Fluent2 Limited,cloud technology data,www.linkedin.com/company/1347603
http://fluxx.uk.com,Fluxx,technology,www.linkedin.com/company/2223882
www.foodalert.com,Food Alert,software,www.linkedin.com/company/840622
www.forensicrisk.com,Forensic Risk Alliance,data,www.linkedin.com/company/116187
www.forest-group.co.uk,Forest Group,investment,www.linkedin.com/company/2419839
www.cma.or.ke,Capital Markets Authority- Kenya,investment,www.linkedin.com/company/530178
www.forward3d.com,Forward3D,data,www.linkedin.com/company/933596
www.fragomen.com,Fragomen,technology investment,www.linkedin.com/company/10668
www.framestore.com,Framestore,data software,www.linkedin.com/company/4743
www.frameworksoftware.com,Framework Private Equity Investment Data Management Ltd,data investment software,www.linkedin.com/company/10879644
http://tradeandinvestment.vic.gov.au,Trade and Investment Victoria,investment,www.linkedin.com/company/727096
https://www.freedmaninternational.com,Freedman International,technology,www.linkedin.com/company/31121
http://www.bprgroup.co.uk/,BPR Group Europe Ltd,data,www.linkedin.com/company/374459
http://www.fticonsulting.com,FTI Consulting,technology,www.linkedin.com/company/5509
http://fueled.com,Fueled,technology,www.linkedin.com/company/1935818
http://www.fusepump.com,FusePump,data,www.linkedin.com/company/527693
https://futurecities.catapult.org.uk/,Future Cities Catapult,data,www.linkedin.com/company/3279423
www.futurefacilities.com,Future Facilities Ltd,data,www.linkedin.com/company/263689
www.CoNet.nl,CoNet,software,www.linkedin.com/company/958037
http://wearefuturegov.com,FutureGov,technology,www.linkedin.com/company/2791617
www.testo.com,Testo SE & Co. KGaA,data,www.linkedin.com/company/95446
www.gatehousebank.com,Gatehouse Bank plc,investment,www.linkedin.com/company/1118520
www.gatemore.com,Gatemore Capital Management,investment,www.linkedin.com/company/2086357
www.marimba.us,Gazelle Consulting Partners,cloud data,www.linkedin.com/company/3125253
www.gbiconsulting.com,GBI Consulting Limited,investment,www.linkedin.com/company/10447368
http://ga.co,General Assembly Sydney,data,www.linkedin.com/company/18164495
www.GenesisCapital.com,Genesis Capital LLC,investment,www.linkedin.com/company/2385490
www.gentrack.com,Gentrack Ltd (Global),data,www.linkedin.com/company/166247
http://www.geoplace.co.uk,GeoPlace LLP,data,www.linkedin.com/company/2233805
www.geraldeve.com,Gerald Eve,investment,www.linkedin.com/company/63702
GLG.it,GLG (Gerson Lehrman Group),investment,www.linkedin.com/company/163983
http://www.gfk.com,GfK,data,www.linkedin.com/company/4371
www.ghocapital.com,GHO Capital Partners LLP,investment,www.linkedin.com/company/5248457
www.lseemf.com,LSE Emerging Markets Forum,investment,www.linkedin.com/company/763750
www.lseemf.com,LSE Emerging Markets Forum,investment,www.linkedin.com/company/763750
www.giotech.co.uk,Giotech Outsourced IT,cloud,www.linkedin.com/company/1523087
www.glazers.com,Glazer's Distributors,technology,www.linkedin.com/company/12064
www.globalbanking.ac.uk,Global Banking School,investment,www.linkedin.com/company/2471440
http://www.lsbf.org.uk/,London School of Business and Finance LSBF,investment,www.linkedin.com/company/337828
http://www.globebmg.com,Globe Business Media Group,software,www.linkedin.com/company/628716
www.globalpharmatek.com,Global Pharma Tek,data,www.linkedin.com/company/2501837
www.market-xcel.com,Market Xcel Data Matrix Pvt. Ltd.,cloud,www.linkedin.com/company/145741
http://www.archon.com,Archon Group,investment,www.linkedin.com/company/8927
www.goodboydigital.com,Goodboy Digital,technology,www.linkedin.com/company/2085972
www.goodlord.co,Goodlord,software,www.linkedin.com/company/5374347
www.gordondadds.com,Gordon Dadds,technology,www.linkedin.com/company/116312
http://www.vocus.com,Vocus,software,www.linkedin.com/company/12052
https://www.granttree.co.uk,GrantTree,software,www.linkedin.com/company/1872564
http://www.greenmangaming.com,Green Man Gaming,data,www.linkedin.com/company/649685
,Longland Resources Ltd,investment,www.linkedin.com/company/21839051
http://www.greycoat.co.uk,Greycoat Real Estate LLP,investment,www.linkedin.com/company/933395
http://greyspark.com/,GreySpark Partners,data technology investment,www.linkedin.com/company/829364
http://www.grosvenor.com,Grosvenor Group,investment,www.linkedin.com/company/11113
www.grouptree.com,Grouptree,data,www.linkedin.com/company/5263951
http://www.ideafinancial.com,Idea Financial,technology,www.linkedin.com/company/24972620
www.gs1uk.org,GS1 UK,data,www.linkedin.com/company/521571
www.gsc-3d.com,GSC,data software,www.linkedin.com/company/371369
http://www.gib.com,Gulf International Bank,investment,www.linkedin.com/company/19634
http://www.m7re.eu,M7 Real Estate Ltd,data investment software,www.linkedin.com/company/3090973
www.halkininvestments.com,Halkin Investments LLP,investment,www.linkedin.com/company/11064560
www.hambroperks.com,Hambro Perks,investment,www.linkedin.com/company/5000004
www.hansonam.com,Hanson Asset Management Ltd.,investment,www.linkedin.com/company/987935
https://www.harvestdigital.com/,Harvest Digital,data,www.linkedin.com/company/29592
http://www.havaskx.com,havas helia,data,www.linkedin.com/company/1195336
www.havasmedia.com,Havas Media Group,data,www.linkedin.com/company/164133
https://www.headspace.com/,Headspace Inc.,technology,www.linkedin.com/company/1835869
http://www.heed.io,Heed Software,software,www.linkedin.com/company/2517465
https://www.heliosinvestment.com,Helios Investment Partners,investment,www.linkedin.com/company/20010829
www.hendersonrowe.com,Henderson Rowe,investment,www.linkedin.com/company/1569178
www.radiuslaw.co.uk,Radius Law,data,www.linkedin.com/company/4981905
www.hindujatech.com,Hinduja Tech Limited,technology,www.linkedin.com/company/507280
http://bit.ly/getjoboffers,"Hired, Inc.",technology,www.linkedin.com/company/2786985
www.DigitalFineprint.com,Digital Fineprint,data technology software,www.linkedin.com/company/10353443
www.networkeruk.co.uk,Networker UK Ltd,data,www.linkedin.com/company/3737945
http://www.hitachi-solutions.co.uk/,"Hitachi Solutions Europe, Ltd",data,www.linkedin.com/company/3351095
http://www.holleyholland.com/,The Holley Holland Group,technology,www.linkedin.com/company/2758830
www.hotcoursesgroup.com,Hotcourses Group,software,www.linkedin.com/company/1109699
www.hssmi.org,HSSMI,data,www.linkedin.com/company/5198188
https://www.huddle.com,Huddle,software,www.linkedin.com/company/134570
www.huguenots.co.uk,Huguenot Services Limited,data investment,www.linkedin.com/company/1304448
www.humancs.com,"Human Capital Solutions, Inc.",technology,www.linkedin.com/company/21747
www.hummingbirdtech.com,Hummingbird Technologies Ltd,data software,www.linkedin.com/company/10378883
www.hunterboots.com,Hunter Boot Ltd,technology,www.linkedin.com/company/952707
http://www.iamplus.com/,i.am+,software,www.linkedin.com/company/2825378
http://www.itassociatesinc.com,IT Associates,technology,www.linkedin.com/company/44661
www.ibiscapital.co.uk,IBIS Capital,investment,www.linkedin.com/company/143587
http://www.icreon.co.uk,Icreon UK Ltd,software,www.linkedin.com/company/2071851
http://www.icx4.com,ICX4 Ltd,data,www.linkedin.com/company/6152572
https://madebymany.com,Made by Many,software,www.linkedin.com/company/2080742
http://www.idt.net,IDT Corporation,technology,www.linkedin.com/company/2964
www.alquity.com,Alquity Investment Management,investment,www.linkedin.com/company/1345514
https://www.alten.fr/,ALTEN,technology,www.linkedin.com/company/5322
www.alternativesoft.com,AlternativeSoft,data,www.linkedin.com/company/575729
http://www.theinformationlab.co.uk,The Information Lab,data,www.linkedin.com/company/1326089
http://www.altitudeuk.com,Altitude Real Estate Limited,investment,www.linkedin.com/company/10450320
www.colt.net,Colt Technology Services,data,www.linkedin.com/company/2712
http://www.ukcloudconsulting.eu/,UK Cloud Consulting,cloud,www.linkedin.com/company/10089612
http://www.daf.com,DAF Trucks NV,technology,www.linkedin.com/company/6868
www.digitalanimal.com,Digital Animal,technology data,www.linkedin.com/company/1251164
http://www.amosca.co.uk,AMOSCA,cloud,www.linkedin.com/company/206567
www.amsphere.com,Amsphere Limited,software,www.linkedin.com/company/310474
www.amtexsystems.com,Amtex Systems,technology software,www.linkedin.com/company/14695
http://www.amundipioneer.com,Amundi Pioneer,investment,www.linkedin.com/company/4601
http://www.analogfolk.com,AnalogFolk,data,www.linkedin.com/company/1026948
http://www.analysysmason.com,Analysys Mason,software,www.linkedin.com/company/11737
http://andurandcapital.com,ANDURAND CAPITAL MANAGEMENT LLP,investment,www.linkedin.com/company/6238577
http://www.annapurnarecruitment.com,Annapurna Recruitment,software,www.linkedin.com/company/735906
anorak.life,Anorak Technologies Ltd,technology software data,www.linkedin.com/company/18285915
http://www.antal.com,Antal International,technology,www.linkedin.com/company/6279
http://apexhousingsolutions.co.uk,Apex Housing Group,investment,www.linkedin.com/company/5501097
www.appirio.com,Appirio,cloud,www.linkedin.com/company/67160
www.appnova.com,Appnova Limited,technology,www.linkedin.com/company/202604
http://www.ellix-tbm.com,ELLIX - Technology Business Management (TBM),technology,www.linkedin.com/company/9211252
www.aquametrologysystems.com,Aqua Metrology Systems Limited,software data,www.linkedin.com/company/1236380
www.arbor-education.com,Arbor Education Partners,cloud software data,www.linkedin.com/company/2649296
www.arkworkplacerisk.co.uk,Ark Workplace Risk,software,www.linkedin.com/company/2950418
www.arria.com,Arria NLG plc,data,www.linkedin.com/company/3038498
www.artsalliancemedia.com,Arts Alliance Media,technology software,www.linkedin.com/company/29084
https://asianabsolute.co.uk,Asian Absolute,software,www.linkedin.com/company/1618973
www.asokoinsight.com,Asoko Insight,investment data,www.linkedin.com/company/5070209
www.asos.com,ASOS.com,technology,www.linkedin.com/company/61834
www.aspectcapital.com,Aspect Capital,investment technology software,www.linkedin.com/company/22464
www.aspectenterprise.com,Aspect Enterprise Solutions,data,www.linkedin.com/company/372253
www.aspectenterprise.com,Aspect Enterprise Solutions,data,www.linkedin.com/company/372253
www.aspirant.com,Aspirant,technology,www.linkedin.com/company/76835
www.alquity.com,Alquity Investment Management,investment,www.linkedin.com/company/1345514
https://www.alten.fr/,ALTEN,technology,www.linkedin.com/company/5322
www.alternativesoft.com,AlternativeSoft,data,www.linkedin.com/company/575729
http://www.theinformationlab.co.uk,The Information Lab,data,www.linkedin.com/company/1326089
http://www.altitudeuk.com,Altitude Real Estate Limited,investment,www.linkedin.com/company/10450320
www.colt.net,Colt Technology Services,data,www.linkedin.com/company/2712
http://www.ukcloudconsulting.eu/,UK Cloud Consulting,cloud,www.linkedin.com/company/10089612
http://www.daf.com,DAF Trucks NV,technology,www.linkedin.com/company/6868
www.digitalanimal.com,Digital Animal,data technology,www.linkedin.com/company/1251164
http://www.amosca.co.uk,AMOSCA,cloud,www.linkedin.com/company/206567
www.amsphere.com,Amsphere Limited,software,www.linkedin.com/company/310474
www.amtexsystems.com,Amtex Systems,technology software,www.linkedin.com/company/14695
http://www.amundipioneer.com,Amundi Pioneer,investment,www.linkedin.com/company/4601
http://www.analogfolk.com,AnalogFolk,data,www.linkedin.com/company/1026948
http://www.analysysmason.com,Analysys Mason,software,www.linkedin.com/company/11737
http://andurandcapital.com,ANDURAND CAPITAL MANAGEMENT LLP,investment,www.linkedin.com/company/6238577
http://www.annapurnarecruitment.com,Annapurna Recruitment,software,www.linkedin.com/company/735906
anorak.life,Anorak Technologies Ltd,data technology software,www.linkedin.com/company/18285915
http://www.antal.com,Antal International,technology,www.linkedin.com/company/6279
http://apexhousingsolutions.co.uk,Apex Housing Group,investment,www.linkedin.com/company/5501097
www.appirio.com,Appirio,cloud,www.linkedin.com/company/67160
www.appnova.com,Appnova Limited,technology,www.linkedin.com/company/202604
http://www.ellix-tbm.com,ELLIX - Technology Business Management (TBM),technology,www.linkedin.com/company/9211252
www.aquametrologysystems.com,Aqua Metrology Systems Limited,data software,www.linkedin.com/company/1236380
www.arbor-education.com,Arbor Education Partners,data cloud software,www.linkedin.com/company/2649296
www.arkworkplacerisk.co.uk,Ark Workplace Risk,software,www.linkedin.com/company/2950418
www.arria.com,Arria NLG plc,data,www.linkedin.com/company/3038498
www.artsalliancemedia.com,Arts Alliance Media,technology software,www.linkedin.com/company/29084
https://asianabsolute.co.uk,Asian Absolute,software,www.linkedin.com/company/1618973
www.asokoinsight.com,Asoko Insight,data investment,www.linkedin.com/company/5070209
www.asos.com,ASOS.com,technology,www.linkedin.com/company/61834
www.aspectcapital.com,Aspect Capital,technology investment software,www.linkedin.com/company/22464
www.aspectenterprise.com,Aspect Enterprise Solutions,data,www.linkedin.com/company/372253
www.aspectenterprise.com,Aspect Enterprise Solutions,data,www.linkedin.com/company/372253
www.aspirant.com,Aspirant,technology,www.linkedin.com/company/76835
www.astoundcommerce.co.uk,Astound Commerce UK,technology,www.linkedin.com/company/10837267
www.atelier.tm,Atelier,software,www.linkedin.com/company/208457
http://www.atlantiscapital.co.uk,Atlantis Capital Management,investment,www.linkedin.com/company/6694101
www.atmosstudio.com,Atmos (studio),data,www.linkedin.com/company/1255582
www.engagementfactory.com,Engagement Factory,cloud,www.linkedin.com/company/3197578
http://www.atpi.com/,ATPI,technology,www.linkedin.com/company/296771
https://www.austinconsultants.co.uk/,Austin Consultants,technology,www.linkedin.com/company/2264485
www.aap.com.au,Australian Associated Press (AAP),data,www.linkedin.com/company/22934
www.verticurl.com,Verticurl (a WPP Company),technology,www.linkedin.com/company/244549
http://www.automationlogic.com/,Automation Logic,cloud,www.linkedin.com/company/897243
http://www.asirobots.com,"Autonomous Solutions, Inc. (ASI)",software,www.linkedin.com/company/62263
http://www.ignitionone.com,IgnitionOne,data,www.linkedin.com/company/8826
http://www.igrglobal.com/,IGR Global,investment,www.linkedin.com/company/13310059
www.imaging.market,Imaging.market,software,www.linkedin.com/company/10452835
http://www.immersivedesignstudios.com/en,IMMERSIVE Design Studios,technology software,www.linkedin.com/company/5296194
www.impactinvestmentpartners.com,Impact Investment Partners LLP,investment,www.linkedin.com/company/1351561
www.imsgroup.com,IMS Group,technology,www.linkedin.com/company/17373
www.indusind.com,IndusInd Bank,investment,www.linkedin.com/company/30265
www.infogr8.com,infogr8,data,www.linkedin.com/company/2669553
www.infopro-digital.com,Infopro Digital,data,www.linkedin.com/company/884370
www.barbour-abi.com,Barbour ABI,data,www.linkedin.com/company/621454
http://www.infuse.it,Infuse Consulting Limited,software,www.linkedin.com/company/52254
www.gagenetworks.com,Gage Networks,cloud,www.linkedin.com/company/281246
www.innogentech.com,Innogen Technologies Limited,cloud,www.linkedin.com/company/3001287
http://innvotec.co.uk,Innvotec Limited,investment,www.linkedin.com/company/11641765
www.inspiratia.com,inspiratia,data,www.linkedin.com/company/1242926
http://www.marketprizm.com,MarketPrizm Ltd,data,www.linkedin.com/company/1791855
www.integralads.com,Integral Ad Science,data,www.linkedin.com/company/582024
www.imsfastpak.com,"Integrated Merchandising Systems, LLC",technology,www.linkedin.com/company/1003933
www.msrlimited.com,MSR IT Ltd.,technology software,www.linkedin.com/company/1504566
http://www.spcsft.com/,Space Shift Inc.,technology,www.linkedin.com/company/1839744
www.inter-consulting.eu.com,Inter-Consulting Europe (UK) Ltd,cloud,www.linkedin.com/company/9436412
http://www.intergreat.com/,InterGreat Education Group Ltd.,technology,www.linkedin.com/company/25011710
http://www.worldbank.org,The World Bank,data,www.linkedin.com/company/166426
www.goimr.com,International Market Recruiters,investment,www.linkedin.com/company/82512
www.ifssecurities.com,IFS Securities,investment,www.linkedin.com/company/2685202
https://www.intralinks.com/,Intralinks,data software,www.linkedin.com/company/7994
http://www.intuit.com/,Intuit,cloud,www.linkedin.com/company/1666
www.invescoperpetual.co.uk,Invesco Perpetual,investment,www.linkedin.com/company/3691037
www.investecassetmanagement.com,Investec Asset Management,investment,www.linkedin.com/company/4482
https://www.investec.com/en_hk/welcome-to-investec.html,Investec Capital Asia Limited,investment,www.linkedin.com/company/5538859
www.investigo.co.uk,Investigo,data,www.linkedin.com/company/31172
http://ioet.com/,ioet Inc.,software,www.linkedin.com/company/5225790
www.ionacapital.co.uk,Iona Capital Ltd,investment,www.linkedin.com/company/2573068
www.crescensinc.com,Crescens Inc.,technology,www.linkedin.com/company/2601226
www.iris.net,iRiS Software Systems Ltd,technology software,www.linkedin.com/company/405720
issufy.com,Issufy,technology,www.linkedin.com/company/10953558
www.istorage-uk.com,iStorage Limited,data,www.linkedin.com/company/1080673
https://www.itlab.com,IT Lab,cloud,www.linkedin.com/company/39088
http://www.itcsecure.com/,ITC Secure,cloud,www.linkedin.com/company/330023
http://www.itelligencegroup.com/uk,itelligence Business Solutions UK LTD,cloud data,www.linkedin.com/company/1459421
www.itmlimited.com,ITM Limited,data software,www.linkedin.com/company/1093138
www.itrsgroup.com,ITRS Group,data,www.linkedin.com/company/52335
www.jsafrasarasin.com,Bank J. Safra Sarasin Ltd,investment,www.linkedin.com/company/889129
www.jaeger-partners.com,Jaeger Partners ,technology,www.linkedin.com/company/13699091
http://www.sslinvest.com/,Stocks & Securities Ltd (SSL Jamaica),investment,www.linkedin.com/company/2785997
http://www.jampp.com,Jampp,data,www.linkedin.com/company/2483441
www.jandersdean.com,Janders Dean,technology,www.linkedin.com/company/5248720
www.india.jlt.com,Jardine Lloyd Thompson India (JLT India),technology,www.linkedin.com/company/10385491
www.jdxconsulting.com,JDX Consulting,data,www.linkedin.com/company/2477892
http://www.jeffreyshenry.com/about-us,Jeffreys Henry LLP,technology investment,www.linkedin.com/company/144191
http://www.jpmorganchase.com,JPMorgan Chase & Co.,investment,www.linkedin.com/company/1068
www.jukedeck.com,Jukedeck,technology,www.linkedin.com/company/5041727
www.junglecreations.com,Jungle Creations,technology,www.linkedin.com/company/10559538
www.k2.pl,K2 Internet SA,technology,www.linkedin.com/company/201953
http://k2partnering.com,K2 Partnering Solutions,cloud data,www.linkedin.com/company/14416
www.k3k.co.uk,K3K Networks Ltd,cloud,www.linkedin.com/company/10478571
www.bloomenergy.com,Bloom Energy,technology,www.linkedin.com/company/22243
www.karmarama.com,Karmarama,data,www.linkedin.com/company/64160
http://www.kaspersky.co.uk/,Kaspersky Lab UK,software,www.linkedin.com/company/3175684
http://www.kayako.com/,Kayako,software,www.linkedin.com/company/215542
www.kdmpop.com,KDM POP Solutions Group,technology,www.linkedin.com/company/264721
https://www.kebhana.com,KEB Hana Bank,investment,www.linkedin.com/company/13230630
http://www.mustardmarketing.com,Keen as Mustard Marketing Ltd,data,www.linkedin.com/company/516385
www.kemplittle.com,Kemp Little LLP,data technology,www.linkedin.com/company/742405
http://www.keplercheuvreux.com/,Kepler Cheuvreux,investment,www.linkedin.com/company/3203469
www.keytree.co.uk,Keytree,cloud,www.linkedin.com/company/2930002
www.sunriftcp.com,SunRift Capital Partners,investment,www.linkedin.com/company/25023948
www.iroko.ng,IROKO Partners Limited,technology,www.linkedin.com/company/2542926
www.hypervsn.com,HYPERVSN,technology software,www.linkedin.com/company/2656626
www.mcllp.com,Massumi + Consoli LLP,investment,www.linkedin.com/company/6439560
www.kobaltmusic.com,Kobalt Music,technology,www.linkedin.com/company/1352647
koffeecup.net,Koffeecup,software,www.linkedin.com/company/2445741
https://ms.konicaminolta.com,Konica Minolta Marketing Services,data technology,www.linkedin.com/company/11102290
www.konvergent.co.uk,Konvergent Ltd,cloud,www.linkedin.com/company/10254988
www.kotra.org.uk,KOTRA London,investment,www.linkedin.com/company/2929368
www.krescendo.com,Krescendo Ltd.,software,www.linkedin.com/company/2418015
http://www.telematicainformatica.it/,T.I. Telematica Informatica s.r.l,technology,www.linkedin.com/company/307306
www.lafosse.com,La Fosse Associates,cloud technology data,www.linkedin.com/company/103069
www.thelabrador.co.uk,Labrador Ltd,data,www.linkedin.com/company/3243985
http://www.lacepartners.co.uk/,LACE Partners,technology software,www.linkedin.com/company/5379232
www.lagoni.co.uk,Lagoni Engineering,technology software,www.linkedin.com/company/3478139
www.lambda-cro.com,Lambda Therapeutic Research,data,www.linkedin.com/company/91884
www.ariescapital.com,"Aries Capital, LLC",investment,www.linkedin.com/company/1247664
https://www.lntinfotech.com,Larsen & Toubro Infotech Ltd,data,www.linkedin.com/company/4500
http://www.lasalle.com/,LaSalle Investment Management,investment,www.linkedin.com/company/12251
http://www.fivetengroup.com,FiveTen Group,technology,www.linkedin.com/company/489115
www.lbresearch.com,Law Business Research,data,www.linkedin.com/company/52158
www.layer-9.com,Layer 9,data,www.linkedin.com/company/3587231
www.leanworksconsulting.com,LeanWorks Consulting,software,www.linkedin.com/company/2598011
www.leathwaite.com,Leathwaite,technology,www.linkedin.com/company/42522
www.lendinvest.com,LendInvest,investment,www.linkedin.com/company/2652022
www.lepepartners.com,Lepe Partners LLP,investment,www.linkedin.com/company/2578264
www.wearelhi.com,LHi Group Ltd.,technology,www.linkedin.com/company/10960306
http://www.liaison.co.uk,Liaison,technology,www.linkedin.com/company/2249194
www.liberty-automation.com,Liberty Automation LLC,software,www.linkedin.com/company/10404236
www.liberum.com,"Liberum - Investment Banking, Research, Sales and Trading",investment,www.linkedin.com/company/544345
www.ldcol.com,Lighting Design Collective,software,www.linkedin.com/company/309113
www.limkokwing.net,Limkokwing University of Creative Technology,software,www.linkedin.com/company/2666746
www.lincolninternational.com,Lincoln International,investment,www.linkedin.com/company/22432
http://www.linedata.com,Linedata,technology investment,www.linkedin.com/company/7341
www.listenfundraising.com,Listen,data,www.linkedin.com/company/346171
http://www.lmax.com,LMAX Exchange,technology,www.linkedin.com/company/731608
http://www.lmr-inc.com,Logistics Management Resources,technology,www.linkedin.com/company/119253
http://loco2.com,Loco2,software,www.linkedin.com/company/1419170
http://logicasoft.co.uk/,Logica Soft Limited,software,www.linkedin.com/company/3831683
www.logikalconsulting.com,Logikal Consulting,software,www.linkedin.com/company/725308
www.londonandoxford.com,London & Oxford Group,investment,www.linkedin.com/company/526937
http://www.london-business-conferences.co.uk/,London Business Conferences Group,technology,www.linkedin.com/company/119107
http://www.lsbf.org.uk/,London School of Business and Finance LSBF,investment,www.linkedin.com/company/337828
www.lseg.com,London Stock Exchange Group (LSEG),technology,www.linkedin.com/company/1314683
www.lseg.com,London Stock Exchange Group (LSEG),technology,www.linkedin.com/company/1314683
www.londoncg.com,London Consulting Group,software,www.linkedin.com/company/20696
www.vip-computers.co.uk,VIP Computers,technology,www.linkedin.com/company/109295
http://www.cerebrata.com,Cerebrata,data,www.linkedin.com/company/317762
http://www.lrec.co.uk,LRE Capital,investment,www.linkedin.com/company/9262246
http://www.luoliphant.com/,Lu Oliphant Solicitors LLP,investment,www.linkedin.com/company/3147645
www.lubbockfine.co.uk,Lubbock Fine,investment,www.linkedin.com/company/69940
www.lumeon.com,Lumeon,cloud software,www.linkedin.com/company/805827
