linkedin_url,specialties,website,linkedin_name
www.linkedin.com/company/68350,data,https://www.healthiq.com/careers,Health IQ
www.linkedin.com/company/27139501,investment,www.simag.com,Systematic Investment Management AG (SIMAG®)
www.linkedin.com/company/9268347,investment,www.crescora.com,Cresco Research
www.linkedin.com/company/421424,data,www.crfhealth.com,CRF Health
www.linkedin.com/company/43640,technology,www.actionprgroup.com,Action Global Communications
www.linkedin.com/company/13238169,technology,www.ceyloncan.com,Ceylon Beverage Can (Pvt) Ltd
www.linkedin.com/company/2177587,investment,www.wineinvestment.com,Cult Wines Ltd
www.linkedin.com/company/9821593,investment,http://www.cumberlandplace.co.uk,Cumberland Place Financial Management
www.linkedin.com/company/145679,technology,http://www.meetings-incentives.com,"Meetings & Incentives Worldwide, Inc."
www.linkedin.com/company/3201044,technology,http://cynarplc.com/,Cynar Plc
www.linkedin.com/company/114433,technology,http://www.dmginfo.com/,dmg :: information
www.linkedin.com/company/244149,software,www.damcogroup.co.uk,Damco Solutions Limited
www.linkedin.com/company/1170506,data,www.datacentredesign.ca,Data Centre Design Inc.
www.linkedin.com/company/21475,cloud,https://www.datapipe.com/,Datapipe
www.linkedin.com/company/1120810,cloud data,www.datatonic.com,Datatonic
www.linkedin.com/company/135146,cloud,www.datrix.co.uk,Datrix
www.linkedin.com/company/9129582,cloud data,www.dbsystel.co.uk,DB SYSTEL UK Ltd
www.linkedin.com/company/1686269,cloud software,http://www.dbh.de/en/,dbh Logistics IT AG
www.linkedin.com/company/2036864,investment software,www.dealcloud.com,DealCloud
www.linkedin.com/company/12752,technology software,www.dealogic.com,Dealogic
www.linkedin.com/company/9233348,data,www.demarq.uk,Demarq
www.linkedin.com/company/10889820,investment,http://gov.uk/dit,Department for International Trade (DIT)
www.linkedin.com/company/34216,technology,http://clarityconsultants.com,Clarity Consultants
www.linkedin.com/company/13644379,technology,http://digirobotics.com/,DigiRoboticsTechnologies
www.linkedin.com/company/1056609,data,https://www.digital-mr.com,DigitalMR
www.linkedin.com/company/2632,cloud,http://www.dimensiondata.com/Global,Dimension Data
www.linkedin.com/company/47584,investment,https://global.rakuten.com/corp/about/,Rakuten
www.linkedin.com/company/9244580,investment,disruptventure.co,DisruptVenture
www.linkedin.com/company/4411,technology software,https://www.dnvgl.com,DNV GL
www.linkedin.com/company/18196305,data software,http://intlsoftwaresystems.com/,International Software Systems
www.linkedin.com/company/3196241,data,www.Doorda.com,Doorda
www.linkedin.com/company/1867420,investment,careers.doxa.partners,Doxa Partners LLP
www.linkedin.com/company/2974330,investment,www.dqnglobalcapital.com,DQN Global Capital Partners LLP
