linkedin_url,specialties,website,linkedin_name
www.linkedin.com/company/5260195,technology,www.cherieblairfoundation.org,Cherie Blair Foundation for Women
www.linkedin.com/company/3073729,data,http://www.chiarotech.com,Chiaro Technologies-Acquired by Cognex
www.linkedin.com/company/847297,investment,http://www.choiceindia.com,Choice International Limited
www.linkedin.com/company/538124,data,http://www.choiceholding.com,Choice Technologies Holding Sàrl
www.linkedin.com/company/1315756,technology investment,chrystalcapital.com,Chrystal Capital Partners LLP
www.linkedin.com/company/136654,software,https://www.cigniti.com,Cigniti Technologies
www.linkedin.com/company/5077354,investment,www.cirdancapital.com,Cirdan Capital Management 
www.linkedin.com/company/5082212,cloud technology,cirrico.com,Cirrico
www.linkedin.com/company/20016740,investment,http://www.citicourtandco.com/,Citicourt & Co
www.linkedin.com/company/1380033,investment,cityfinancial.co.uk,City Financial Investment Company Limited
www.linkedin.com/company/1380033,investment,cityfinancial.co.uk,City Financial Investment Company Limited
www.linkedin.com/company/163097,cloud,http://www.claranet.co.uk,Claranet
www.linkedin.com/company/9325774,investment,www.clarendonhousecapital.com,Clarendon House Capital
www.linkedin.com/company/2958737,data,www.clausematch.com,ClauseMatch
www.linkedin.com/company/1032198,investment,www.climatebonds.net,Climate Bonds Initiative
www.linkedin.com/company/2456741,data,http://www.creative-itc.com,Creative ITC
www.linkedin.com/company/151954,investment,www.closebrothersam.com,Close Brothers Asset Management
www.linkedin.com/company/883054,cloud,www.cloudsense.com,CloudSense
www.linkedin.com/company/634222,cloud software data,www.clxcommunications.com,CLX Communications AB
www.linkedin.com/company/13215775,technology,http://holbornlaw.sg/,CMS Holborn Asia
www.linkedin.com/company/2854593,cloud software data,www.cmsdistribution.com,CMS Distribution
www.linkedin.com/company/1869144,software,http://www.cncautomation.com,CNC Automation
www.linkedin.com/company/136773,data technology software,www.codegen.co.uk,CodeGen International
www.linkedin.com/company/10828,investment,http://www.interstatehotels.com,Interstate Hotels & Resorts
www.linkedin.com/company/21304,investment,www.collercapital.com,Coller Capital
www.linkedin.com/company/7940266,investment,http://www.colliers.com/en-gb/myanmar/,Colliers International Myanmar
www.linkedin.com/company/5308823,software,www.commusoft.co.uk,Commusoft
www.linkedin.com/company/3281559,data,http://www.como.com,Como®
www.linkedin.com/company/211857,data,www.phdmedia.com,PHD
www.linkedin.com/company/1702687,investment,www.companywatch.net,Company Watch
www.linkedin.com/company/415574,data software,www.concentra.co.uk,Concentra Analytics
www.linkedin.com/company/2375717,investment,www.conceptreg.com,"Concept Real Estate Group, LLC"
www.linkedin.com/company/1410306,data technology,http://www.connexity.eu,Connexity Europe GmbH
www.linkedin.com/company/58321,technology,http://www.constantinecannon.com/index.php,Constantine Cannon LLP
www.linkedin.com/company/11304580,technology,http://www.conversionenergysystems.com/,Conversion Energy Systems
www.linkedin.com/company/3244010,investment,http://www.coppingjoyce.co.uk/,Copping Joyce Surveyors Limited
www.linkedin.com/company/136742,technology,www.core-ed.org,CORE Education
www.linkedin.com/company/19664,software,https://www.cornerstoneondemand.com,Cornerstone OnDemand
www.linkedin.com/company/10554060,technology,http://www.CoverGenius.biz,Cover Genius
www.linkedin.com/company/720017,investment,www.cowenprimeservices.com,Cowen Prime Services LLC
